codigo_tribunal,populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,idade_juizes,casos_pendentes
4144F,64753.0,,260.5031436892106,trabalhista,0.9885348910213071,0.9391567448648663,1.0,1.0,baixo,26.0,baixo,1.0,4981.0,0.957886621293363,37.0,398.4318867998742
4982B,371932.0,9.0,715.3144774863943,civil,0.6035726636515539,0.7229660014210262,23.0,7.0,alto,13.0,alto,0.8511741986463759,41325.77777777778,1.0,51.0,2386.7733643992274
1886E,51316.0,3.0,676.4479486990414,criminal,0.4930026956683571,0.2884496516556734,8.0,2.0,alto,3.0,medio,0.4515530441601211,17105.333333333332,0.45866856029124814,36.0,2621.617969391464
4718E,263979.0,7.0,488.71777745558416,trabalhista,1.0,0.957886621293363,23.0,7.0,alto,63.0,baixo,1.0,37711.28571428572,0.6784775629324448,37.0,1369.491389683534
6416B,114698.0,6.0,316.7016288095853,civil,0.5887283567482877,0.9865469272370371,14.0,5.0,alto,11.0,baixo,0.25009785015002334,19116.33333333333,0.27960054886744345,39.0,771.821230827423
5071B,308104.0,8.0,594.4092589488479,civil,0.0,0.2328920382111876,16.0,0.0,baixo,69.0,baixo,0.30846110992506587,38513.0,0.6245122891970087,47.0,1569.0552125351915
5547B,60791.0,9.0,370.8415395185291,civil,1.0,0.6784775629324448,4.0,6.0,baixo,64.0,medio,0.20397443434100604,6754.555555555556,0.5796705332074569,47.0,1371.947219907301
2967E,317360.0,5.0,211.1758394675369,criminal,0.282677918917458,0.2958905832511608,18.0,6.0,medio,68.0,baixo,0.48720473884030313,63472.0,0.32133770713780424,40.0,904.0524924580415
7470E,62467.0,1.0,921.3342721649367,trabalhista,0.24582661726125438,0.5931950428651029,14.0,5.0,baixo,32.0,medio,0.6428178500599669,62467.0,0.8489777980402948,48.0,2434.605823071289
5721G,356571.0,19.0,523.524517795156,criminal,0.23724405528892495,0.5963053436814163,9.0,0.0,invalido,74.0,alto,0.0,18766.894736842107,0.5551098558821057,57.0,1915.9268629009352
4365G,404614.0,10.0,323.3561461340986,criminal,0.936466003745299,0.5459683395903023,,4.0,medio,10.0,alto,0.37432704735772415,40461.4,0.5460834060323358,39.0,1356.7332222254545
3492C,485263.0,12.0,,civil,0.05909858381541211,0.5571181649180175,3.0,0.0,medio,54.0,alto,,40438.583333333336,,55.0,
2461B,103290.0,15.0,782.1547475574567,civil,0.15856317882520032,0.6343914452947059,4.0,0.0,,55.0,alto,0.5318037210802976,6886.0,0.12876595524789664,58.0,2438.844066202581
2274A,77014.0,9.0,131.65217136378925,trabalhista,0.6168398045288971,0.6673397846179223,23.0,5.0,invalido,82.0,medio,0.5038416916131931,8557.111111111111,0.7103963364055716,35.0,-256.7473438470104
2264A,165150.0,20.0,577.6635922106507,civil,0.7488487931335105,0.23728849127450308,18.0,7.0,,62.0,medio,0.6222426365371172,8257.5,0.2861130337022404,43.0,1974.7040125304147
7947E,80519.0,17.0,454.00684916365765,criminal,0.7582175128129002,0.8375842470054252,14.0,0.0,alto,55.0,alto,0.0,4736.411764705882,0.44796614356962494,37.0,878.5081206414957
5162C,296186.0,17.0,468.25313475888976,trabalhista,0.5431200966264078,0.2465517637468857,15.0,1.0,medio,87.0,alto,0.7015846459838392,17422.70588235294,0.8536461445223547,40.0,1630.7086196311068
2064A,79052.0,20.0,107.2179955255566,civil,0.5335668732808214,0.7147495802100358,8.0,4.0,baixo,82.0,alto,0.7501526842830144,3952.6,0.8667179621973504,38.0,629.9347188723224
8038G,44389.0,12.0,244.19675493076952,criminal,0.5767899437105,0.791248793385685,10.0,7.0,baixo,35.0,medio,0.5790870510039327,3699.0833333333335,0.06646934034994001,36.0,1024.0526948760735
,388105.0,7.0,707.9532053816986,criminal,0.14623184754205662,0.5647575438268717,12.0,,baixo,,alto,0.9992999954120028,55443.57142857143,0.6540238321553372,50.0,1343.2483384170564
5405B,98111.0,2.0,663.942080692576,civil,1.0,0.27692581484797374,21.0,3.0,baixo,1.0,baixo,0.7312503964803062,49055.5,0.814124891678151,40.0,1777.386993751732
4045H,80733.0,3.0,730.7551241385191,criminal,0.6261598170247187,0.46745374296169506,9.0,4.0,alto,17.0,alto,0.6292908013660966,26911.0,0.5982166086597553,48.0,2419.0149125725543
5582A,326898.0,,587.4564481169832,civil,0.061720992212738676,0.4793601895443673,8.0,9.0,alto,42.0,medio,0.6788409124678427,19229.29411764706,0.33444008164105965,44.0,1741.7261563160102
9832G,441840.0,5.0,677.4362976401547,trabalhista,0.0,0.28357120797670704,17.0,4.0,alto,59.0,medio,0.03381343839336115,88368.0,0.22927090889974455,58.0,1578.8383310311715
5031D,378030.0,17.0,482.97846526104354,criminal,0.9344209493796252,0.46223010009695076,9.0,,alto,70.0,baixo,0.6030855173734221,22237.058823529413,0.6004644269127413,,1321.4816803377266
1951E,187753.0,17.0,637.5228903222388,trabalhista,0.0,0.21236418970306398,13.0,5.0,medio,11.0,baixo,1.0,11044.29411764706,0.4575830275923185,58.0,1914.951173305762
2921A,119524.0,17.0,822.8029792352302,civil,0.0,0.2989216682260302,14.0,4.0,baixo,78.0,baixo,0.08437389428344623,7030.823529411765,0.683304207639085,41.0,1958.7834790941683
9188C,54704.0,2.0,237.69426119248496,trabalhista,0.9318327745121648,0.4234994148484008,5.0,1.0,alto,49.0,baixo,1.0,27352.0,0.9622379725524958,51.0,1228.7586743234974
7302H,37493.0,2.0,803.0858823780819,criminal,0.9559893121125105,1.0,9.0,9.0,baixo,28.0,medio,1.0,18746.5,0.8298721824705872,39.0,2656.6146059629896
4355C,99639.0,,358.8727652943021,trabalhista,0.8179037698138006,0.871189857459396,16.0,3.0,alto,39.0,,0.526670253157052,19927.8,0.4162439902763588,48.0,1125.426569588787
2895H,84383.0,1.0,527.6830611902691,criminal,0.2860365844181588,0.4728904746796666,19.0,10.0,baixo,36.0,desconhecido,0.0,84383.0,0.2374066945333952,50.0,1366.4124791175564
7337B,32994.0,1.0,129.89744066998531,civil,0.22477988563008686,0.2652988065128762,23.0,3.0,alto,11.0,medio,0.34568875285316236,32994.0,0.3421611335575283,42.0,299.80236381004875
3576C,230352.0,19.0,215.57571582155353,civil,0.48492146389028234,0.4798674264785363,7.0,6.0,alto,58.0,baixo,1.0,12123.78947368421,0.6017548526009827,50.0,454.7022831610813
2748E,77234.0,2.0,488.1594518281627,criminal,0.0,0.16931675713094715,12.0,6.0,alto,40.0,medio,0.0,38617.0,0.32979327613971754,40.0,1171.110634385962
2228H,470507.0,12.0,485.6590335826159,civil,0.7490409555980824,0.4762753304000239,2.0,8.0,baixo,4.0,baixo,0.45259973170768175,39208.91666666666,0.7469645860328709,59.0,1505.667014957424
6516H,158674.0,6.0,219.04502222497996,trabalhista,0.06489801132632678,0.3622422818028809,18.0,9.0,medio,64.0,alto,0.6406627795061841,26445.666666666668,0.582321630036799,45.0,992.1321469434848
2137H,35594.0,4.0,,trabalhista,0.7667461068587894,0.9040377736084246,18.0,1.0,medio,48.0,medio,0.13818569232888664,8898.5,0.286640070031701,57.0,
4386A,266907.0,11.0,251.4467496482657,trabalhista,0.38398616778389316,0.4539833241756537,16.0,5.0,baixo,70.0,baixo,0.4424746274007568,24264.272727272728,0.5569613534655657,36.0,701.3256093703577
5919F,299515.0,17.0,380.74791590250567,trabalhista,0.22743426511470693,0.3312643564246111,11.0,1.0,alto,83.0,baixo,0.0,17618.529411764706,0.4563362305953778,35.0,1022.5645835084035
7761E,77315.0,6.0,750.6006088746516,criminal,0.7823465343078948,0.7268973069191348,2.0,8.0,alto,31.0,medio,0.4294024931674174,12885.833333333334,0.40977316607060515,43.0,2309.3878862717356
1028A,244636.0,5.0,385.5048706581981,civil,0.0,0.4563362305953778,14.0,1.0,medio,2.0,medio,0.0,48927.2,0.023780660418385502,39.0,1395.0189578676611
5855F,157251.0,20.0,164.63815971671096,criminal,,,4.0,5.0,medio,43.0,medio,0.3897443135097896,7862.55,0.6839673934629302,36.0,340.5223583804776
1954B,46626.0,2.0,532.6596847775573,trabalhista,0.7055542184888776,0.5478490287313352,7.0,7.0,alto,25.0,medio,0.5326690080588676,23313.0,0.2939962880402852,48.0,1187.6500449602504
5760G,378149.0,6.0,276.52314510271873,civil,0.0,0.023780660418385502,2.0,5.0,baixo,41.0,alto,0.1609128091384994,63024.833333333336,0.48745393085990274,54.0,1117.2122903702093
3024E,267330.0,11.0,76.79423443932524,civil,0.5352100594360748,0.7567002664260728,21.0,2.0,baixo,60.0,alto,0.7102500939902786,24302.727272727272,0.6359331875135669,60.0,-174.12462066574722
2498F,135573.0,,126.56166605715494,criminal,0.02725413963751694,0.041288853829609784,14.0,4.0,baixo,75.0,medio,0.6427700686304254,8473.3125,0.44210365759680326,47.0,544.1812876074445
7572B,430346.0,16.0,358.21650792609745,trabalhista,0.0,0.40699752629065306,7.0,3.0,baixo,46.0,alto,,26896.625,,46.0,1049.8617345559337
1197E,36828.0,1.0,457.0437003608687,criminal,0.049328828099020984,0.305472554567938,9.0,0.0,medio,40.0,baixo,0.42771642195499815,36828.0,0.7912944981322818,56.0,1106.209036004992
4431B,349658.0,9.0,904.3014595406736,criminal,0.5766280747827186,0.40903266067294985,8.0,4.0,baixo,59.0,medio,0.0,38850.88888888889,0.49947861229442037,43.0,3133.058809354195
4086D,265707.0,6.0,495.71430902765513,civil,0.9537400430170678,1.0,9.0,9.0,alto,45.0,baixo,0.3592180630694352,44284.5,0.5949025590125527,58.0,1790.3608455245958
4181A,213736.0,16.0,748.7050869349183,,0.023794685607367472,0.5113759550981042,7.0,4.0,alto,42.0,baixo,0.8080991187723618,13358.5,0.7920497270833257,40.0,2423.055552021508
9835F,47883.0,3.0,751.0717181772504,criminal,0.3490092988547151,0.5897981769051928,19.0,6.0,medio,44.0,medio,0.5391471291377767,15961.0,0.6646675854652553,38.0,2389.2154060774683
5288F,204131.0,20.0,571.1906502258803,criminal,0.9371492193631821,0.8565747773787359,17.0,6.0,medio,21.0,alto,0.9764612732037485,10206.55,0.5915151694469589,44.0,1860.2129820221912
7109C,204004.0,4.0,415.3276660531754,trabalhista,0.7540524276852527,0.7721202347389933,23.0,1.0,alto,3.0,baixo,0.7262909370021785,51001.0,0.5507467261345592,39.0,954.9097974271532
6935B,484485.0,19.0,205.84536687777518,trabalhista,0.5780902353400443,0.3923296505151068,13.0,3.0,alto,66.0,baixo,0.17834968369779539,,0.06097419796298387,38.0,452.9379870835305
2869E,32035.0,3.0,287.17905512136673,civil,0.768142479237044,0.571672497251992,11.0,0.0,baixo,11.0,desconhecido,0.5502184697347938,10678.333333333334,0.6335657822758727,54.0,373.23619953522956
8992E,139767.0,19.0,774.3504153963731,trabalhista,0.8910439861120989,0.4173213491701357,22.0,4.0,medio,24.0,medio,0.4385744167880193,7356.157894736842,0.8059081866076252,58.0,2414.736067301833
9714D,463961.0,20.0,584.323594928069,criminal,0.46201854030479317,0.5894658175608722,18.0,4.0,baixo,50.0,baixo,0.30335660372520995,23198.05,0.3749360415701055,38.0,2186.9022521046304
8071H,47241.0,7.0,294.6527949436392,trabalhista,0.49120990037661627,0.8322259284019236,17.0,3.0,medio,88.0,baixo,0.4047223628606424,6748.714285714285,0.5498596998945872,47.0,772.8449943921685
1505F,82975.0,20.0,527.0818162057557,trabalhista,0.4098618470222184,0.4281886632186098,16.0,9.0,invalido,21.0,alto,0.3121297082960736,4148.75,0.3495138208298389,50.0,1656.493226313666
8888F,184226.0,9.0,157.06208224240737,trabalhista,0.7644577494122746,0.7297273931704034,10.0,6.0,baixo,25.0,medio,0.7784554284104901,20469.555555555555,0.5949917456366121,45.0,315.3596967499253
5165G,55625.0,1.0,418.9659595887113,criminal,0.6833379844810958,0.53511795892235,4.0,5.0,alto,4.0,baixo,0.19721368726948746,55625.0,0.3305899377980569,53.0,1119.5439259131845
8725F,468166.0,8.0,451.5263730722598,trabalhista,0.8842667636397005,0.6478974132512172,4.0,9.0,baixo,43.0,medio,0.716326420359198,58520.75,0.36552207736720466,52.0,1256.553760461749
9099C,86396.0,7.0,394.01315260975923,trabalhista,0.2617015778411679,0.3628338830838971,22.0,2.0,alto,47.0,medio,0.0,12342.285714285714,0.5277196511415081,60.0,747.077758610686
7019C,148920.0,18.0,545.3043955689166,trabalhista,0.7679569926700431,0.39133736352262716,11.0,1.0,baixo,23.0,medio,0.41881898036249426,8273.333333333334,0.5084045242357179,35.0,1981.492663419012
9953H,436547.0,,487.56738756010645,civil,0.4487611226309486,0.7521002124569824,21.0,3.0,medio,60.0,desconhecido,0.20475144715842067,54568.375,0.5966932630189695,55.0,1465.1947137620255
5110A,,1.0,533.1969090794312,criminal,0.8557365249805035,0.7268632965447225,8.0,8.0,medio,24.0,baixo,0.27993286106939486,93927.0,0.5004346752702281,,1895.0670363979323
7761E,116226.0,11.0,256.9924599043238,civil,0.0,0.4943175394397592,9.0,9.0,medio,21.0,alto,0.2923411898147982,10566.0,0.28492345365561755,60.0,865.6797468162675
4825B,114719.0,18.0,786.1849610357042,criminal,0.7404600216871253,0.7306982555790933,16.0,4.0,medio,66.0,alto,0.1825598856889991,6373.277777777777,0.327897553260823,43.0,2120.6841712294404
9557H,93014.0,10.0,713.0178908092591,criminal,0.0,0.13875285874821847,10.0,0.0,medio,87.0,medio,0.38753718653116964,9301.4,0.17639555271829832,43.0,2047.9800880522623
6708G,69346.0,3.0,292.72182151913023,criminal,0.888908627161957,0.6810719239973019,23.0,10.0,baixo,15.0,alto,0.23567393465805503,23115.33333333333,0.5755743841467389,45.0,406.105903736461
8389E,100411.0,7.0,519.6327962108976,trabalhista,0.6990650077702653,0.33215946333784613,9.0,2.0,medio,58.0,alto,0.8280183534009525,14344.42857142857,0.7414541315517483,39.0,1799.5045138592598
7127C,215550.0,16.0,733.3580903264057,civil,0.3056134553407678,0.6105441444880952,3.0,8.0,medio,26.0,alto,0.0,13471.875,0.1429638949546192,55.0,2245.241703256125
4819H,173326.0,16.0,437.55537440817494,trabalhista,0.6728379319979416,0.6638639208502428,2.0,6.0,alto,90.0,medio,0.8710959490751646,,0.43423393241371766,40.0,1081.1119656564538
9773A,216806.0,20.0,124.99503067974516,civil,0.0,0.1429638949546192,9.0,2.0,baixo,92.0,baixo,0.4880222519711756,10840.3,0.4287291586753358,54.0,-72.9859711465615
7351D,451837.0,17.0,640.2979586138559,civil,0.7443888351041237,0.3708803754281971,13.0,0.0,alto,59.0,medio,0.5890035024043089,26578.647058823528,0.3730440667965359,40.0,1751.9709248761899
8769E,76121.0,2.0,517.9151735555082,trabalhista,0.2585251620759409,0.31398061372771846,6.0,3.0,alto,26.0,baixo,1.0,38060.5,0.8270565062956327,42.0,1225.5589940580967
5762G,90197.0,1.0,860.9308950690852,trabalhista,0.7646822094116813,0.4608834203002221,4.0,8.0,,45.0,baixo,0.6869282822363237,90197.0,0.43290861789835977,55.0,2627.3774446507045
5869D,114577.0,16.0,550.7742848339358,civil,1.0,0.8270565062956327,14.0,6.0,baixo,66.0,alto,0.04587212279064029,7161.0625,0.7333947463927538,58.0,1340.4895696721042
9711H,386778.0,12.0,170.4054999507223,,0.33137559434132036,0.255132273950858,11.0,4.0,medio,35.0,alto,0.0,32231.5,0.49706178388520095,58.0,1130.9045273483173
9568H,279106.0,5.0,669.4018224300613,criminal,0.31170507784186374,0.8663112239183655,2.0,10.0,medio,96.0,medio,0.6857300142254478,55821.2,0.5682969835258113,53.0,2307.7981431179855
4331F,465647.0,5.0,217.6404025353906,criminal,0.39392167881057305,0.6940226232904875,3.0,5.0,medio,94.0,alto,,93129.4,,56.0,545.0691722258028
5561E,392355.0,9.0,746.1481473773463,criminal,0.06489215413364927,0.257878053479912,5.0,0.0,medio,64.0,baixo,0.6946655232782292,43595.0,0.35008560110458387,35.0,1796.5737013302426
3619A,165909.0,9.0,619.9202985555376,civil,0.6866083052454541,0.3460569920881963,7.0,6.0,medio,84.0,alto,0.6344723710488542,18434.33333333333,0.5949039101361517,68.0,1830.2624825841997
2317C,78994.0,3.0,702.3261994200332,civil,0.43484251563202303,0.49508898242773625,11.0,4.0,baixo,13.0,alto,0.5620958887322657,26331.33333333333,0.18912487331950206,57.0,1523.0939916901536
8927A,435831.0,19.0,808.6506537965375,criminal,0.9295272277638855,0.3728405428353119,12.0,6.0,baixo,27.0,baixo,0.31687456617085163,,0.6705775327665822,55.0,2748.1623359113473
3426C,31466.0,16.0,508.2181036200276,civil,0.882103909242588,0.9531922043024503,11.0,4.0,baixo,87.0,baixo,0.22523832955405834,1966.625,0.5708787543047573,53.0,1766.043695151675
6323G,322915.0,16.0,425.2683931034637,trabalhista,0.5564555869680868,0.7364873830117715,19.0,4.0,medio,80.0,alto,0.0,20182.1875,0.589728948919366,,1714.3986026894402
2081H,95911.0,3.0,272.2078270263993,criminal,0.5995539407188623,0.8895059192787971,13.0,2.0,baixo,,medio,0.5756605961897384,31970.33333333333,0.4764993963218395,50.0,653.6271284196533
5307F,259638.0,20.0,128.59390910174685,criminal,0.7531990674266914,0.565268631940316,4.0,4.0,baixo,12.0,medio,0.2731868872148561,12981.9,0.5977063134889247,36.0,631.4510321274855
2445A,50746.0,1.0,180.6680116637806,civil,0.2086765319418425,0.5654511358524179,14.0,7.0,baixo,33.0,alto,0.36306193873891196,50746.0,0.7583391592564879,43.0,961.2163198218897
4527B,118422.0,20.0,469.71385239832824,civil,0.016763584031828885,0.5851899819029465,12.0,7.0,alto,45.0,desconhecido,0.08519913386415756,5921.1,0.2554666276836803,52.0,1282.4421483223869
7544B,483955.0,11.0,760.6050046261425,trabalhista,0.32935846864402724,0.37754629507361515,2.0,1.0,alto,32.0,alto,0.3198418758878359,43995.90909090909,0.31315257148789244,50.0,2065.6624641943895
6454H,365513.0,17.0,96.38175681780874,criminal,0.92568804745385,0.6160756572708994,8.0,10.0,medio,54.0,alto,0.7272925166553494,21500.764705882357,0.9332688961555771,41.0,697.5792271952795
7664F,294037.0,8.0,731.1198101709994,criminal,0.36540491902935246,0.7523250973425785,22.0,0.0,alto,66.0,baixo,0.17664370869153329,36754.625,0.417417139626742,43.0,2241.0023584344613
6977F,322717.0,4.0,747.4484544491369,criminal,0.8806979973513377,0.7694442839566442,19.0,1.0,baixo,87.0,baixo,0.6623315738610914,80679.25,0.7162253639123496,46.0,2373.9347288201166
9365B,126907.0,6.0,370.00149749864676,trabalhista,0.4841649310508612,0.6271420425072345,13.0,10.0,medio,32.0,desconhecido,0.0,21151.166666666668,0.2823920356016068,53.0,1087.5925458983504
1775C,464090.0,8.0,618.6258730778101,criminal,0.550340763208299,0.5575624172057564,21.0,6.0,baixo,,alto,0.2768210853020856,58011.25,0.18871584787344156,57.0,1485.3355770670285
5914H,,20.0,637.6908035030245,trabalhista,0.4893322756489296,0.2949714430468636,21.0,2.0,alto,55.0,alto,1.0,11921.7,1.0,35.0,2248.451577045983
6659B,63367.0,3.0,407.2562974447771,criminal,0.789017129723778,0.9154280092198287,1.0,7.0,baixo,41.0,baixo,0.02207537122215758,21122.33333333333,0.0,40.0,616.9531154538462
7189G,182271.0,16.0,275.2728185671202,trabalhista,0.0,0.0,5.0,3.0,baixo,40.0,alto,0.5213309455872022,11391.9375,0.7602606564913632,36.0,1129.211231248004
4719C,87724.0,3.0,732.7119422413044,trabalhista,0.04786489938953177,0.523527633392528,22.0,9.0,baixo,8.0,baixo,0.3203689583173154,29241.33333333333,0.40433678546233853,60.0,2118.3642861794347
2892H,378277.0,18.0,768.2209120598271,criminal,0.7554581543675278,0.6218813834874447,11.0,9.0,alto,49.0,baixo,0.5734899464631118,21015.38888888889,0.5492184829250761,51.0,2252.3730007197614
9265E,197477.0,14.0,579.0987030952878,civil,0.9084112696399091,0.7166791445134748,11.0,7.0,baixo,86.0,baixo,,14105.5,,55.0,1581.5338709176003
1117G,259304.0,18.0,440.39961936700234,criminal,0.2582527612460538,0.32261822171085175,13.0,1.0,medio,38.0,alto,0.22474181656445508,14405.777777777776,0.3058627493700524,65.0,1483.2539909159336
6902H,45989.0,2.0,453.233156478312,civil,0.0,0.4053700885432844,2.0,4.0,baixo,34.0,alto,0.0,22994.5,0.4053700885432844,47.0,1486.3229751059694
6646G,58931.0,3.0,720.9618592036821,civil,0.5913329149367614,0.6774154612490696,19.0,5.0,alto,1.0,medio,0.434646204319842,19643.666666666668,0.5990721059406098,56.0,2650.335124963559
5853F,301434.0,16.0,446.6635740795797,criminal,0.23339184868636684,0.7389956225781918,16.0,0.0,medio,10.0,baixo,0.6550139318809056,18839.625,0.9498066641754612,45.0,1288.7690504144705
3263C,461583.0,9.0,4.357567219748603,criminal,0.029700240421628527,0.2780356723279684,5.0,0.0,medio,40.0,alto,0.35239101020883845,51287.0,0.43938105722157333,50.0,-37.54563162907901
9625G,151136.0,4.0,819.1064876452758,criminal,0.4591871494932356,0.49318135255440126,14.0,8.0,medio,16.0,alto,0.6486104065174744,37784.0,0.5878929810665207,52.0,2355.180908698291
2832H,60133.0,1.0,455.4212030186934,civil,1.0,0.7292409638416423,19.0,4.0,medio,24.0,baixo,0.12031495361923852,60133.0,0.28939844065126147,54.0,1401.4429407917419
9151D,273688.0,4.0,235.19531633207797,civil,0.0,0.32078622115710775,5.0,3.0,baixo,46.0,alto,0.6424694791473735,68422.0,0.6420209607307945,37.0,574.8917901767367
